"","zero_day","tot_seed","Taxa","INC","COLD","plate_num","viable","chill_germ","mold","adj_total","date","germ_num","day","DAY","germ_perc"
"163","8.27.18",10,"Impatiens capensis","H","O",79,1,0,9,10,2018-08-28,0,240,1,0
"164","8.27.18",10,"Impatiens capensis","H","O",80,0,0,10,10,2018-08-28,0,240,1,0
"165","8.27.18",10,"Impatiens capensis","H","O",81,4,0,8,10,2018-08-28,0,240,1,0
"166","8.27.18",10,"Impatiens capensis","L","O",82,0,0,10,10,2018-08-28,0,240,1,0
"167","8.27.18",10,"Impatiens capensis","L","O",83,0,0,0,10,2018-08-28,0,240,1,0
"168","8.27.18",10,"Impatiens capensis","L","O",84,0,0,0,10,2018-08-28,0,240,1,0
"169","8.27.18",20,"Oenethera biennis","H","O",1,5,0,0,20,2018-08-29,0,241,2,0
"170","8.27.18",20,"Oenethera biennis","H","O",2,3,0,2,18,2018-08-29,0,241,2,0
"171","8.27.18",20,"Oenethera biennis","H","O",3,1,0,0,18,2018-08-29,0,241,2,0
"172","8.27.18",20,"Oenethera biennis","L","O",4,3,0,2,14,2018-08-29,0,241,2,0
"173","8.27.18",20,"Oenethera biennis","L","O",5,8,0,0,12,2018-08-29,0,241,2,0
"174","8.27.18",20,"Oenethera biennis","L","O",6,2,0,0,13,2018-08-29,0,241,2,0
"175","8.27.18",20,"Cryptotaenia canadensis","H","O",7,19,0,0,19,2018-08-29,0,241,2,0
"176","8.27.18",20,"Cryptotaenia canadensis","H","O",8,16,0,2,16,2018-08-29,0,241,2,0
"177","8.27.18",20,"Cryptotaenia canadensis","H","O",9,14,0,1,18,2018-08-29,0,241,2,0
"178","8.27.18",20,"Cryptotaenia canadensis","L","O",10,19,0,0,19,2018-08-29,0,241,2,0
"179","8.27.18",20,"Cryptotaenia canadensis","L","O",11,19,0,2,19,2018-08-29,0,241,2,0
"180","8.27.18",20,"Cryptotaenia canadensis","L","O",12,18,0,0,18,2018-08-29,0,241,2,0
"181","8.27.18",20,"Hesperis matronalis","H","O",13,3,0,0,19,2018-08-29,7,241,2,0.368421052631579
"182","8.27.18",20,"Hesperis matronalis","H","O",14,4,0,0,19,2018-08-29,5,241,2,0.263157894736842
"183","8.27.18",20,"Hesperis matronalis","H","O",15,4,0,0,20,2018-08-29,6,241,2,0.3
"184","8.27.18",20,"Hesperis matronalis","L","O",16,8,0,0,20,2018-08-29,3,241,2,0.15
"185","8.27.18",20,"Hesperis matronalis","L","O",17,3,0,0,20,2018-08-29,3,241,2,0.15
"186","8.27.18",20,"Hesperis matronalis","L","O",18,4,0,0,20,2018-08-29,2,241,2,0.1
"187","8.27.18",20,"Polygonum virginiatum","H","O",19,15,0,5,15,2018-08-29,0,241,2,0
"188","8.27.18",20,"Polygonum virginiatum","H","O",20,18,0,0,18,2018-08-29,0,241,2,0
"189","8.27.18",20,"Polygonum virginiatum","H","O",21,19,0,1,19,2018-08-29,0,241,2,0
"190","8.27.18",20,"Polygonum virginiatum","L","O",22,20,0,0,20,2018-08-29,0,241,2,0
"191","8.27.18",20,"Polygonum virginiatum","L","O",23,20,0,0,20,2018-08-29,0,241,2,0
"192","8.27.18",20,"Polygonum virginiatum","L","O",24,18,0,2,18,2018-08-29,0,241,2,0
"193","8.27.18",20,"Asclepias syriaca","H","O",25,3,0,1,17,2018-08-29,0,241,2,0
"194","8.27.18",20,"Asclepias syriaca","H","O",26,15,0,0,20,2018-08-29,0,241,2,0
"195","8.27.18",20,"Asclepias syriaca","H","O",27,3,0,0,18,2018-08-29,0,241,2,0
"196","8.27.18",20,"Asclepias syriaca","L","O",28,8,0,0,16,2018-08-29,0,241,2,0
"197","8.27.18",20,"Asclepias syriaca","L","O",29,15,0,0,21,2018-08-29,0,241,2,0
"198","8.27.18",20,"Asclepias syriaca","L","O",30,11,0,0,15,2018-08-29,0,241,2,0
"199","8.27.18",20,"Carex grayi","H","O",31,18,0,0,20,2018-08-29,0,241,2,0
"200","8.27.18",20,"Carex grayi","H","O",32,19,0,0,20,2018-08-29,0,241,2,0
"201","8.27.18",20,"Carex grayi","H","O",33,18,0,1,20,2018-08-29,0,241,2,0
"202","8.27.18",20,"Carex grayi","L","O",34,20,0,0,20,2018-08-29,0,241,2,0
"203","8.27.18",20,"Carex grayi","L","O",35,19,0,1,20,2018-08-29,0,241,2,0
"204","8.27.18",20,"Carex grayi","L","O",36,20,0,0,20,2018-08-29,0,241,2,0
"205","8.27.18",20,"Carex grisea","H","O",37,13,0,0,13,2018-08-29,0,241,2,0
"206","8.27.18",20,"Carex grisea","H","O",38,19,0,1,19,2018-08-29,0,241,2,0
"207","8.27.18",20,"Carex grisea","H","O",39,20,0,0,20,2018-08-29,0,241,2,0
"208","8.27.18",20,"Carex grisea","L","O",40,17,0,0,17,2018-08-29,0,241,2,0
"209","8.27.18",20,"Carex grisea","L","O",41,16,0,0,16,2018-08-29,0,241,2,0
