"","Taxa","INC","COLD","plate_num","date","DAY","germinated","chill_time","warmT"
"974","Silene stellata","H","0",50,"2018-09-16",20,1,0,25
"975","Silene stellata","H","0",51,"2018-09-16",20,1,0,25
"979","Silene vulgaris","H","0",55,"2018-09-16",20,1,0,25
"979.1","Silene vulgaris","H","0",55,"2018-09-16",20,1,0,25
"980","Silene vulgaris","H","0",56,"2018-09-16",20,1,0,25
"988","Eurbia diviricata","L","0",64,"2018-09-16",20,1,0,20
"989","Eurbia diviricata","L","0",65,"2018-09-16",20,1,0,20
"999","Anemone virginana","H","0",75,"2018-09-16",20,1,0,25
"1000","Anemone virginana","L","0",76,"2018-09-16",20,1,0,20
"1000.1","Anemone virginana","L","0",76,"2018-09-16",20,1,0,20
"1000.2","Anemone virginana","L","0",76,"2018-09-16",20,1,0,20
"1000.3","Anemone virginana","L","0",76,"2018-09-16",20,1,0,20
"1002","Anemone virginana","L","0",78,"2018-09-16",20,1,0,20
"1002.1","Anemone virginana","L","0",78,"2018-09-16",20,1,0,20
"1060","Silene stellata","L","0",52,"2018-09-17",21,1,0,20
"1060.1","Silene stellata","L","0",52,"2018-09-17",21,1,0,20
"1081","Anemone virginana","H","0",73,"2018-09-17",21,1,0,25
"1081.1","Anemone virginana","H","0",73,"2018-09-17",21,1,0,25
"1084","Anemone virginana","L","0",76,"2018-09-17",21,1,0,20
"1119","Asclepias syriaca","H","0",27,"2018-09-18",22,1,0,25
"1119.1","Asclepias syriaca","H","0",27,"2018-09-18",22,1,0,25
"1119.2","Asclepias syriaca","H","0",27,"2018-09-18",22,1,0,25
"1135","Phlox cuspidata","H","0",43,"2018-09-18",22,1,0,25
"1139","Phlox cuspidata","L","0",47,"2018-09-18",22,1,0,20
"1152","Silene vulgaris","L","0",60,"2018-09-18",22,1,0,20
"1167","Anemone virginana","H","0",75,"2018-09-18",22,1,0,25
"1201","Asclepias syriaca","H","0",25,"2018-09-20",24,1,0,25
"1202","Asclepias syriaca","H","0",26,"2018-09-20",24,1,0,25
"1206","Asclepias syriaca","L","0",30,"2018-09-20",24,1,0,20
"1208","Carex grayi","H","0",32,"2018-09-20",24,1,0,25
"1230","Silene stellata","L","0",54,"2018-09-20",24,1,0,20
"1233","Silene vulgaris","H","0",57,"2018-09-20",24,1,0,25
"1237","Eurbia diviricata","H","0",61,"2018-09-20",24,1,0,25
"1336","Anemone virginana","L","0",76,"2018-09-21",25,1,0,20
"1337","Anemone virginana","L","0",77,"2018-09-21",25,1,0,20
"1337.1","Anemone virginana","L","0",77,"2018-09-21",25,1,0,20
"1419","Oenethera biennis","H","A",87,"2018-09-12",2,1,14,25
"1419.1","Oenethera biennis","H","A",87,"2018-09-12",2,1,14,25
"1419.2","Oenethera biennis","H","A",87,"2018-09-12",2,1,14,25
"1420","Oenethera biennis","H","A",88,"2018-09-12",2,1,14,25
"1420.1","Oenethera biennis","H","A",88,"2018-09-12",2,1,14,25
"1421","Oenethera biennis","H","A",89,"2018-09-12",2,1,14,25
"1421.1","Oenethera biennis","H","A",89,"2018-09-12",2,1,14,25
"1421.2","Oenethera biennis","H","A",89,"2018-09-12",2,1,14,25
"1421.3","Oenethera biennis","H","A",89,"2018-09-12",2,1,14,25
"1441","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.1","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.2","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.3","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.4","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.5","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.6","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.7","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1441.8","Hesperis matronalis","L","A",301,"2018-09-12",2,1,14,20
"1442","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.1","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.2","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.3","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.4","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.5","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.6","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.7","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.8","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.9","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.10","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.11","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.12","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.13","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.14","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1442.15","Hesperis matronalis","L","A",302,"2018-09-12",2,1,14,20
"1443","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.1","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.2","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.3","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.4","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.5","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.6","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.7","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.8","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.9","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.10","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.11","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.12","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1443.13","Hesperis matronalis","L","A",303,"2018-09-12",2,1,14,20
"1444","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.1","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.2","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.3","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.4","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.5","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.6","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.7","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.8","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.9","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.10","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.11","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.12","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.13","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1444.14","Hesperis matronalis","H","A",304,"2018-09-12",2,1,14,25
"1445","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.1","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.2","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.3","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.4","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.5","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.6","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.7","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.8","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.9","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.10","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.11","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.12","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.13","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.14","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.15","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.16","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1445.17","Hesperis matronalis","H","A",305,"2018-09-12",2,1,14,25
"1446","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.1","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.2","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.3","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.4","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.5","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.6","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.7","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.8","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.9","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.10","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.11","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.12","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.13","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.14","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.15","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.16","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1446.17","Hesperis matronalis","H","A",306,"2018-09-12",2,1,14,25
"1457","Silene vulgaris","L","A",466,"2018-09-12",2,1,14,20
"1457.1","Silene vulgaris","L","A",466,"2018-09-12",2,1,14,20
"1458","Silene vulgaris","L","A",467,"2018-09-12",2,1,14,20
"1460","Silene vulgaris","H","A",469,"2018-09-12",2,1,14,25
"1460.1","Silene vulgaris","H","A",469,"2018-09-12",2,1,14,25
"1460.2","Silene vulgaris","H","A",469,"2018-09-12",2,1,14,25
"1460.3","Silene vulgaris","H","A",469,"2018-09-12",2,1,14,25
"1462","Silene vulgaris","H","A",471,"2018-09-12",2,1,14,25
"1466","Silene stellata","H","A",523,"2018-09-12",2,1,14,25
"1467","Silene stellata","H","A",524,"2018-09-12",2,1,14,25
"1485","Phlox cuspidata","L","A",712,"2018-09-12",2,1,14,20
"1485.1","Phlox cuspidata","L","A",712,"2018-09-12",2,1,14,20
"1485.2","Phlox cuspidata","L","A",712,"2018-09-12",2,1,14,20
"1486","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.1","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.2","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.3","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.4","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.5","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1486.6","Phlox cuspidata","L","A",713,"2018-09-12",2,1,14,20
"1487","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1487.1","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1487.2","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1487.3","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1487.4","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1487.5","Phlox cuspidata","H","A",714,"2018-09-12",2,1,14,25
"1488","Phlox cuspidata","H","A",715,"2018-09-12",2,1,14,25
"1488.1","Phlox cuspidata","H","A",715,"2018-09-12",2,1,14,25
"1488.2","Phlox cuspidata","H","A",715,"2018-09-12",2,1,14,25
"1489","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.1","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.2","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.3","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.4","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.5","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.6","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.7","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.8","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.9","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.10","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.11","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.12","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1489.13","Oenethera biennis","L","A",85,"2018-09-14",4,1,14,20
"1490","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1490.1","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1490.2","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1490.3","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1490.4","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1490.5","Oenethera biennis","L","A",86,"2018-09-14",4,1,14,20
"1491","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.1","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.2","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.3","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.4","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.5","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.6","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.7","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.8","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.9","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1491.10","Oenethera biennis","H","A",87,"2018-09-14",4,1,14,25
"1492","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1492.1","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1492.2","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1492.3","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1492.4","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1492.5","Oenethera biennis","H","A",88,"2018-09-14",4,1,14,25
"1493","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.1","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.2","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.3","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.4","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.5","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.6","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.7","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1493.8","Oenethera biennis","H","A",89,"2018-09-14",4,1,14,25
"1494","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.1","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.2","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.3","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.4","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.5","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1494.6","Oenethera biennis","L","A",90,"2018-09-14",4,1,14,20
"1496","Asclepias syriaca","L","A",134,"2018-09-14",4,1,14,20
"1498","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.1","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.2","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.3","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.4","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.5","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.6","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.7","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.8","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.9","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1498.10","Asclepias syriaca","H","A",136,"2018-09-14",4,1,14,25
"1499","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.1","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.2","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.3","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.4","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.5","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.6","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.7","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.8","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1499.9","Asclepias syriaca","H","A",137,"2018-09-14",4,1,14,25
"1500","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1500.1","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1500.2","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1500.3","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1500.4","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1500.5","Asclepias syriaca","H","A",138,"2018-09-14",4,1,14,25
"1513","Hesperis matronalis","L","A",301,"2018-09-14",4,1,14,20
"1513.1","Hesperis matronalis","L","A",301,"2018-09-14",4,1,14,20
"1513.2","Hesperis matronalis","L","A",301,"2018-09-14",4,1,14,20
"1513.3","Hesperis matronalis","L","A",301,"2018-09-14",4,1,14,20
"1513.4","Hesperis matronalis","L","A",301,"2018-09-14",4,1,14,20
"1514","Hesperis matronalis","L","A",302,"2018-09-14",4,1,14,20
"1514.1","Hesperis matronalis","L","A",302,"2018-09-14",4,1,14,20
"1514.2","Hesperis matronalis","L","A",302,"2018-09-14",4,1,14,20
"1515","Hesperis matronalis","L","A",303,"2018-09-14",4,1,14,20
"1516","Hesperis matronalis","H","A",304,"2018-09-14",4,1,14,25
"1516.1","Hesperis matronalis","H","A",304,"2018-09-14",4,1,14,25
"1516.2","Hesperis matronalis","H","A",304,"2018-09-14",4,1,14,25
"1516.3","Hesperis matronalis","H","A",304,"2018-09-14",4,1,14,25
"1516.4","Hesperis matronalis","H","A",304,"2018-09-14",4,1,14,25
"1517","Hesperis matronalis","H","A",305,"2018-09-14",4,1,14,25
"1517.1","Hesperis matronalis","H","A",305,"2018-09-14",4,1,14,25
"1518","Hesperis matronalis","H","A",306,"2018-09-14",4,1,14,25
"1518.1","Hesperis matronalis","H","A",306,"2018-09-14",4,1,14,25
"1529","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1529.1","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1529.2","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1529.3","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1529.4","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1529.5","Silene vulgaris","L","A",466,"2018-09-14",4,1,14,20
"1530","Silene vulgaris","L","A",467,"2018-09-14",4,1,14,20
"1530.1","Silene vulgaris","L","A",467,"2018-09-14",4,1,14,20
"1530.2","Silene vulgaris","L","A",467,"2018-09-14",4,1,14,20
"1530.3","Silene vulgaris","L","A",467,"2018-09-14",4,1,14,20
"1531","Silene vulgaris","L","A",468,"2018-09-14",4,1,14,20
"1531.1","Silene vulgaris","L","A",468,"2018-09-14",4,1,14,20
"1531.2","Silene vulgaris","L","A",468,"2018-09-14",4,1,14,20
"1531.3","Silene vulgaris","L","A",468,"2018-09-14",4,1,14,20
"1531.4","Silene vulgaris","L","A",468,"2018-09-14",4,1,14,20
"1532","Silene vulgaris","H","A",469,"2018-09-14",4,1,14,25
"1532.1","Silene vulgaris","H","A",469,"2018-09-14",4,1,14,25
"1532.2","Silene vulgaris","H","A",469,"2018-09-14",4,1,14,25
"1532.3","Silene vulgaris","H","A",469,"2018-09-14",4,1,14,25
"1533","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.1","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.2","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.3","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.4","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.5","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.6","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.7","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.8","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1533.9","Silene vulgaris","H","A",470,"2018-09-14",4,1,14,25
"1534","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1534.1","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1534.2","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1534.3","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1534.4","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1534.5","Silene vulgaris","H","A",471,"2018-09-14",4,1,14,25
"1535","Silene stellata","L","A",520,"2018-09-14",4,1,14,20
"1536","Silene stellata","L","A",521,"2018-09-14",4,1,14,20
"1537","Silene stellata","L","A",522,"2018-09-14",4,1,14,20
"1537.1","Silene stellata","L","A",522,"2018-09-14",4,1,14,20
"1540","Silene stellata","H","A",525,"2018-09-14",4,1,14,25
"1557","Phlox cuspidata","L","A",712,"2018-09-14",4,1,14,20
"1557.1","Phlox cuspidata","L","A",712,"2018-09-14",4,1,14,20
"1557.2","Phlox cuspidata","L","A",712,"2018-09-14",4,1,14,20
"1557.3","Phlox cuspidata","L","A",712,"2018-09-14",4,1,14,20
"1557.4","Phlox cuspidata","L","A",712,"2018-09-14",4,1,14,20
"1558","Phlox cuspidata","L","A",713,"2018-09-14",4,1,14,20
"1558.1","Phlox cuspidata","L","A",713,"2018-09-14",4,1,14,20
"1559","Phlox cuspidata","H","A",714,"2018-09-14",4,1,14,25
"1561","Oenethera biennis","L","A",85,"2018-09-16",6,1,14,20
"1561.1","Oenethera biennis","L","A",85,"2018-09-16",6,1,14,20
"1561.2","Oenethera biennis","L","A",85,"2018-09-16",6,1,14,20
"1561.3","Oenethera biennis","L","A",85,"2018-09-16",6,1,14,20
"1562","Oenethera biennis","L","A",86,"2018-09-16",6,1,14,20
"1562.1","Oenethera biennis","L","A",86,"2018-09-16",6,1,14,20
"1562.2","Oenethera biennis","L","A",86,"2018-09-16",6,1,14,20
"1566","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1566.1","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1566.2","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1566.3","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1566.4","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1566.5","Oenethera biennis","L","A",90,"2018-09-16",6,1,14,20
"1568","Asclepias syriaca","L","A",134,"2018-09-16",6,1,14,20
"1568.1","Asclepias syriaca","L","A",134,"2018-09-16",6,1,14,20
"1569","Asclepias syriaca","L","A",135,"2018-09-16",6,1,14,20
"1569.1","Asclepias syriaca","L","A",135,"2018-09-16",6,1,14,20
"1570","Asclepias syriaca","H","A",136,"2018-09-16",6,1,14,25
"1570.1","Asclepias syriaca","H","A",136,"2018-09-16",6,1,14,25
"1570.2","Asclepias syriaca","H","A",136,"2018-09-16",6,1,14,25
"1570.3","Asclepias syriaca","H","A",136,"2018-09-16",6,1,14,25
"1570.4","Asclepias syriaca","H","A",136,"2018-09-16",6,1,14,25
"1571","Asclepias syriaca","H","A",137,"2018-09-16",6,1,14,25
"1571.1","Asclepias syriaca","H","A",137,"2018-09-16",6,1,14,25
"1571.2","Asclepias syriaca","H","A",137,"2018-09-16",6,1,14,25
"1571.3","Asclepias syriaca","H","A",137,"2018-09-16",6,1,14,25
